,date,ninsee,no2,o3,pm10
7613,06/01/2017,93066,44,14,50
7620,06/01/2017,93078,42,17,44
7624,06/01/2017,94003,33,13,47
7637,06/01/2017,94037,34,13,47
7813,06/01/2017,95527,43,17,42
7865,07/01/2017,75103,32,8,53
7867,07/01/2017,75105,32,9,53
7872,07/01/2017,75110,32,9,53
7876,07/01/2017,75114,32,11,53
8622,07/01/2017,78575,24,19,42
8696,07/01/2017,91122,24,18,45
8738,07/01/2017,91272,25,19,44
8764,07/01/2017,91377,26,17,52
8788,07/01/2017,91471,25,18,45
8790,07/01/2017,91477,25,18,49
8855,07/01/2017,92002,27,16,53
8860,07/01/2017,92014,27,14,53
8892,07/01/2017,93005,33,6,58
8894,07/01/2017,93007,33,7,58
8897,07/01/2017,93013,33,7,55
8900,07/01/2017,93027,34,9,54
8901,07/01/2017,93029,33,7,57
8922,07/01/2017,93066,38,11,53
8929,07/01/2017,93078,31,6,58
8933,07/01/2017,94003,29,11,53
8946,07/01/2017,94037,31,10,54
9122,07/01/2017,95527,32,8,58
9174,08/01/2017,75103,37,6,50
9176,08/01/2017,75105,36,6,47
9181,08/01/2017,75110,37,7,53
9185,08/01/2017,75114,34,9,45
9931,08/01/2017,78575,21,13,32
10005,08/01/2017,91122,22,14,29
10047,08/01/2017,91272,23,13,30
10073,08/01/2017,91377,27,15,35
10097,08/01/2017,91471,24,14,29
10099,08/01/2017,91477,26,15,30
10164,08/01/2017,92002,29,15,37
10169,08/01/2017,92014,30,13,37
10201,08/01/2017,93005,33,9,65
10203,08/01/2017,93007,33,10,63
10206,08/01/2017,93013,34,10,59
10209,08/01/2017,93027,36,12,59
10210,08/01/2017,93029,35,10,60
10231,08/01/2017,93066,36,13,59
10238,08/01/2017,93078,30,8,65
10242,08/01/2017,94003,32,10,42
10255,08/01/2017,94037,33,8,45
10431,08/01/2017,95527,27,10,65
10483,09/01/2017,75103,31,15,29
10485,09/01/2017,75105,30,16,27
10490,09/01/2017,75110,30,16,30
10494,09/01/2017,75114,27,18,24
11240,09/01/2017,78575,12,25,17
11314,09/01/2017,91122,14,25,17
11356,09/01/2017,91272,13,25,17
11382,09/01/2017,91377,19,23,19
11406,09/01/2017,91471,15,24,17
11408,09/01/2017,91477,17,23,17
11473,09/01/2017,92002,21,21,19
11478,09/01/2017,92014,22,20,19
11510,09/01/2017,93005,30,17,45
11512,09/01/2017,93007,31,17,42
11515,09/01/2017,93013,31,17,37
11518,09/01/2017,93027,32,18,35
11519,09/01/2017,93029,32,17,40
11540,09/01/2017,93066,31,20,32
11547,09/01/2017,93078,29,17,47
11551,09/01/2017,94003,25,18,22
11564,09/01/2017,94037,28,18,24
11740,09/01/2017,95527,29,20,45
11792,10/01/2017,75103,37,22,30
11794,10/01/2017,75105,37,22,30
11799,10/01/2017,75110,39,22,30
11803,10/01/2017,75114,36,24,29
12549,10/01/2017,78575,26,30,22
12623,10/01/2017,91122,27,30,22
12665,10/01/2017,91272,28,30,22
12691,10/01/2017,91377,35,29,25
12715,10/01/2017,91471,29,30,24
12717,10/01/2017,91477,32,30,24
12782,10/01/2017,92002,36,28,25
12787,10/01/2017,92014,36,27,27
12819,10/01/2017,93005,38,24,27
12821,10/01/2017,93007,37,24,25
12824,10/01/2017,93013,36,24,24
12827,10/01/2017,93027,37,24,24
12828,10/01/2017,93029,37,24,25
12849,10/01/2017,93066,40,24,27
12856,10/01/2017,93078,39,23,30
12860,10/01/2017,94003,36,25,29
12873,10/01/2017,94037,37,24,30
13049,10/01/2017,95527,35,23,27
13101,11/01/2017,75103,30,23,35
13103,11/01/2017,75105,29,23,35
13108,11/01/2017,75110,29,23,35
13112,11/01/2017,75114,27,25,34
13858,11/01/2017,78575,13,33,27
13932,11/01/2017,91122,14,33,29
13974,11/01/2017,91272,14,33,27
14000,11/01/2017,91377,20,31,30
14024,11/01/2017,91471,15,33,29
14026,11/01/2017,91477,17,32,29
14091,11/01/2017,92002,21,31,32
14096,11/01/2017,92014,23,30,32
14128,11/01/2017,93005,31,26,32
14130,11/01/2017,93007,31,27,34
14133,11/01/2017,93013,31,27,32
14136,11/01/2017,93027,31,27,32
14137,11/01/2017,93029,31,26,34
14158,11/01/2017,93066,30,27,34
14165,11/01/2017,93078,30,25,32
14169,11/01/2017,94003,25,27,34
14182,11/01/2017,94037,28,25,34
14358,11/01/2017,95527,30,26,30
14410,12/01/2017,75103,34,28,34
14412,12/01/2017,75105,33,28,34
14417,12/01/2017,75110,34,28,34
14421,12/01/2017,75114,32,29,32
15167,12/01/2017,78575,17,34,27
15241,12/01/2017,91122,19,34,29
15283,12/01/2017,91272,19,34,29
15309,12/01/2017,91377,28,34,32
15333,12/01/2017,91471,21,34,29
15335,12/01/2017,91477,24,34,30
15400,12/01/2017,92002,30,33,32
15405,12/01/2017,92014,31,33,32
15437,12/01/2017,93005,39,31,34
15439,12/01/2017,93007,38,31,35
15442,12/01/2017,93013,36,31,34
15445,12/01/2017,93027,36,31,34
15446,12/01/2017,93029,37,31,35
15467,12/01/2017,93066,35,31,34
15474,12/01/2017,93078,40,31,32
15478,12/01/2017,94003,31,30,32
15491,12/01/2017,94037,32,30,34
15667,12/01/2017,95527,38,31,32
15719,13/01/2017,75103,30,27,20
15721,13/01/2017,75105,29,28,20
15726,13/01/2017,75110,31,28,19
15730,13/01/2017,75114,27,28,20
16476,13/01/2017,78575,16,32,17
16550,13/01/2017,91122,17,32,17
16592,13/01/2017,91272,17,32,17
16618,13/01/2017,91377,21,32,20
16642,13/01/2017,91471,18,32,19
16644,13/01/2017,91477,19,32,19
16709,13/01/2017,92002,21,32,20
16714,13/01/2017,92014,21,31,20
16746,13/01/2017,93005,26,29,15
16748,13/01/2017,93007,26,29,15
16751,13/01/2017,93013,26,29,15
16754,13/01/2017,93027,28,30,15
16755,13/01/2017,93029,28,29,15
16776,13/01/2017,93066,30,29,17
16783,13/01/2017,93078,26,28,14
16787,13/01/2017,94003,23,30,20
16800,13/01/2017,94037,25,29,20
16976,13/01/2017,95527,21,28,14
17028,14/01/2017,75103,30,22,25
17030,14/01/2017,75105,29,23,24
17035,14/01/2017,75110,33,21,25
17039,14/01/2017,75114,28,25,24
17785,14/01/2017,78575,15,28,19
17859,14/01/2017,91122,18,28,19
17901,14/01/2017,91272,17,28,19
17927,14/01/2017,91377,24,28,20
17951,14/01/2017,91471,19,28,20
17953,14/01/2017,91477,21,28,20
18018,14/01/2017,92002,24,28,22
18023,14/01/2017,92014,24,27,22
18055,14/01/2017,93005,30,23,22
18057,14/01/2017,93007,27,23,22
18060,14/01/2017,93013,28,23,20
18063,14/01/2017,93027,31,23,22
18064,14/01/2017,93029,29,23,22
18085,14/01/2017,93066,34,23,24
18092,14/01/2017,93078,32,23,22
18096,14/01/2017,94003,26,25,24
18109,14/01/2017,94037,27,24,24
18285,14/01/2017,95527,27,23,22
18337,15/01/2017,75103,35,17,30
18339,15/01/2017,75105,34,17,29
18344,15/01/2017,75110,35,17,30
18348,15/01/2017,75114,31,19,29
19094,15/01/2017,78575,15,25,22
19168,15/01/2017,91122,18,25,24
19210,15/01/2017,91272,17,25,24
19236,15/01/2017,91377,23,25,25
19260,15/01/2017,91471,19,25,24
19262,15/01/2017,91477,21,25,24
19327,15/01/2017,92002,25,24,25
19332,15/01/2017,92014,26,23,27
19364,15/01/2017,93005,33,18,35
19366,15/01/2017,93007,33,19,32
19369,15/01/2017,93013,32,19,29
19372,15/01/2017,93027,33,20,29
19373,15/01/2017,93029,31,19,30
19394,15/01/2017,93066,34,20,30
19401,15/01/2017,93078,31,17,37
19405,15/01/2017,94003,29,20,29
19418,15/01/2017,94037,31,19,30
19594,15/01/2017,95527,32,18,35
19646,16/01/2017,75103,32,18,40
19648,16/01/2017,75105,32,19,40
19653,16/01/2017,75110,33,17,40
19657,16/01/2017,75114,32,18,40
20403,16/01/2017,78575,28,19,35
20477,16/01/2017,91122,28,19,37
20519,16/01/2017,91272,29,20,37
20545,16/01/2017,91377,31,17,40
20569,16/01/2017,91471,29,18,37
20571,16/01/2017,91477,30,17,39
20636,16/01/2017,92002,32,17,40
20641,16/01/2017,92014,31,18,40
20673,16/01/2017,93005,31,15,42
20675,16/01/2017,93007,31,15,40
20678,16/01/2017,93013,31,15,39
20681,16/01/2017,93027,31,15,37
20682,16/01/2017,93029,32,15,39
20703,16/01/2017,93066,33,17,37
20710,16/01/2017,93078,30,15,44
20714,16/01/2017,94003,32,18,40
20727,16/01/2017,94037,33,19,42
20903,16/01/2017,95527,29,16,40
20955,17/01/2017,75103,31,11,59
20957,17/01/2017,75105,31,12,58
20962,17/01/2017,75110,33,10,62
20966,17/01/2017,75114,30,13,58
21712,17/01/2017,78575,26,17,52
21786,17/01/2017,91122,26,18,52
21828,17/01/2017,91272,26,18,53
21854,17/01/2017,91377,29,17,55
21878,17/01/2017,91471,27,18,53
21880,17/01/2017,91477,28,17,54
21945,17/01/2017,92002,29,16,57
21950,17/01/2017,92014,29,15,57
21982,17/01/2017,93005,30,16,57
21984,17/01/2017,93007,31,15,57
21987,17/01/2017,93013,32,14,58
21990,17/01/2017,93027,32,14,59
21991,17/01/2017,93029,32,15,58
22012,17/01/2017,93066,33,13,62
22019,17/01/2017,93078,28,17,55
22023,17/01/2017,94003,29,14,58
22036,17/01/2017,94037,30,14,58
22212,17/01/2017,95527,27,16,55
22264,18/01/2017,75103,32,14,44
22266,18/01/2017,75105,32,14,42
22271,18/01/2017,75110,35,14,49
22275,18/01/2017,75114,32,15,44
23021,18/01/2017,78575,24,18,44
23095,18/01/2017,91122,25,19,44
23137,18/01/2017,91272,25,18,44
23163,18/01/2017,91377,29,18,42
23187,18/01/2017,91471,26,18,44
23189,18/01/2017,91477,28,18,44
23254,18/01/2017,92002,29,17,42
23259,18/01/2017,92014,30,16,42
23291,18/01/2017,93005,30,19,42
23293,18/01/2017,93007,31,18,42
23296,18/01/2017,93013,32,16,44
23299,18/01/2017,93027,33,15,45
23300,18/01/2017,93029,33,17,42
23321,18/01/2017,93066,35,15,49
23328,18/01/2017,93078,27,19,42
23332,18/01/2017,94003,31,15,42
23345,18/01/2017,94037,32,15,44
23521,18/01/2017,95527,26,17,42
23573,19/01/2017,75103,41,14,58
23575,19/01/2017,75105,40,14,58
23580,19/01/2017,75110,44,13,60
23584,19/01/2017,75114,39,14,58
24330,19/01/2017,78575,29,14,60
24404,19/01/2017,91122,30,14,59
24446,19/01/2017,91272,30,14,59
24472,19/01/2017,91377,34,15,58
24496,19/01/2017,91471,31,14,58
24498,19/01/2017,91477,33,14,58
24563,19/01/2017,92002,35,15,58
24568,19/01/2017,92014,36,15,58
24600,19/01/2017,93005,45,19,67
24602,19/01/2017,93007,46,18,65
24605,19/01/2017,93013,46,17,64
24608,19/01/2017,93027,46,17,64
24609,19/01/2017,93029,48,17,64
24630,19/01/2017,93066,51,16,63
24637,19/01/2017,93078,44,20,68
24641,19/01/2017,94003,37,15,58
24654,19/01/2017,94037,38,15,58
24830,19/01/2017,95527,41,19,67
24882,20/01/2017,75103,35,13,62
24884,20/01/2017,75105,35,12,62
24889,20/01/2017,75110,37,12,64
24893,20/01/2017,75114,36,12,62
25639,20/01/2017,78575,28,17,68
25713,20/01/2017,91122,28,17,67
25755,20/01/2017,91272,29,17,67
25781,20/01/2017,91377,33,15,64
25805,20/01/2017,91471,29,17,65
25807,20/01/2017,91477,30,16,65
25872,20/01/2017,92002,34,15,63
25877,20/01/2017,92014,34,14,63
25909,20/01/2017,93005,40,17,75
25911,20/01/2017,93007,41,16,72
25914,20/01/2017,93013,43,15,70
25917,20/01/2017,93027,44,15,69
25918,20/01/2017,93029,43,15,70
25939,20/01/2017,93066,47,15,68
25946,20/01/2017,93078,40,18,76
25950,20/01/2017,94003,36,13,63
25963,20/01/2017,94037,37,13,63
26139,20/01/2017,95527,39,16,75
26191,21/01/2017,75103,44,7,86
26193,21/01/2017,75105,46,7,86
26198,21/01/2017,75110,50,7,88
26202,21/01/2017,75114,51,7,88
26948,21/01/2017,78575,39,11,87
27022,21/01/2017,91122,40,10,88
27064,21/01/2017,91272,41,10,88
27090,21/01/2017,91377,47,10,90
27114,21/01/2017,91471,42,9,88
27116,21/01/2017,91477,45,10,89
27181,21/01/2017,92002,51,10,90
27186,21/01/2017,92014,52,10,90
27218,21/01/2017,93005,52,13,96
27220,21/01/2017,93007,54,12,95
27223,21/01/2017,93013,53,10,95
27226,21/01/2017,93027,53,9,94
27227,21/01/2017,93029,57,11,95
27248,21/01/2017,93066,52,8,93
27255,21/01/2017,93078,44,12,97
27259,21/01/2017,94003,51,8,89
27272,21/01/2017,94037,51,8,88
27448,21/01/2017,95527,40,13,96
27500,22/01/2017,75103,43,10,87
27502,22/01/2017,75105,43,10,88
27507,22/01/2017,75110,47,10,90
27511,22/01/2017,75114,47,9,92
28257,22/01/2017,78575,38,14,90
28331,22/01/2017,91122,39,14,90
28373,22/01/2017,91272,40,14,90
28399,22/01/2017,91377,44,10,90
28423,22/01/2017,91471,41,13,90
28425,22/01/2017,91477,43,12,90
28490,22/01/2017,92002,45,9,91
28495,22/01/2017,92014,45,9,91
28527,22/01/2017,93005,42,12,96
28529,22/01/2017,93007,41,11,94
28532,22/01/2017,93013,40,11,93
28535,22/01/2017,93027,42,12,93
28536,22/01/2017,93029,42,11,93
28557,22/01/2017,93066,47,13,93
28564,22/01/2017,93078,42,13,97
28568,22/01/2017,94003,45,9,91
28581,22/01/2017,94037,45,9,91
28757,22/01/2017,95527,37,15,96
28809,23/01/2017,75103,36,5,90
28811,23/01/2017,75105,39,5,91
28816,23/01/2017,75110,38,5,91
28820,23/01/2017,75114,41,4,92
29566,23/01/2017,78575,33,8,86
29640,23/01/2017,91122,34,5,87
29682,23/01/2017,91272,34,7,86
29708,23/01/2017,91377,39,3,91
29732,23/01/2017,91471,35,5,88
29734,23/01/2017,91477,37,4,90
29799,23/01/2017,92002,40,3,91
29804,23/01/2017,92014,41,3,91
29836,23/01/2017,93005,35,5,89
29838,23/01/2017,93007,34,5,88
29841,23/01/2017,93013,33,5,88
29844,23/01/2017,93027,35,6,88
29845,23/01/2017,93029,34,5,88
29866,23/01/2017,93066,38,7,90
29873,23/01/2017,93078,37,6,89
29877,23/01/2017,94003,41,3,92
29890,23/01/2017,94037,41,4,92
30066,23/01/2017,95527,32,8,89
30118,24/01/2017,75103,37,5,80
30120,24/01/2017,75105,40,7,80
30125,24/01/2017,75110,39,6,79
30129,24/01/2017,75114,42,8,80
30875,24/01/2017,78575,33,7,63
30949,24/01/2017,91122,33,7,59
30991,24/01/2017,91272,33,8,60
31017,24/01/2017,91377,36,6,73
31041,24/01/2017,91471,34,7,58
31043,24/01/2017,91477,35,7,62
31108,24/01/2017,92002,38,5,74
31113,24/01/2017,92014,39,6,75
31145,24/01/2017,93005,34,10,68
31147,24/01/2017,93007,34,8,68
31150,24/01/2017,93013,33,8,67
31153,24/01/2017,93027,34,10,68
31154,24/01/2017,93029,34,8,67
31175,24/01/2017,93066,38,11,75
31182,24/01/2017,93078,33,11,67
31186,24/01/2017,94003,41,8,78
31199,24/01/2017,94037,41,9,79
31375,24/01/2017,95527,31,10,64
31427,25/01/2017,75103,27,13,57
31429,25/01/2017,75105,26,13,57
31434,25/01/2017,75110,28,13,58
31438,25/01/2017,75114,24,13,57
32184,25/01/2017,78575,20,14,49
32258,25/01/2017,91122,20,14,50
32300,25/01/2017,91272,20,14,50
32326,25/01/2017,91377,21,14,53
32350,25/01/2017,91471,20,13,50
32352,25/01/2017,91477,21,14,52
32417,25/01/2017,92002,22,14,54
32422,25/01/2017,92014,22,14,54
32454,25/01/2017,93005,23,17,54
32456,25/01/2017,93007,24,16,54
32459,25/01/2017,93013,24,15,54
32462,25/01/2017,93027,25,16,54
32463,25/01/2017,93029,25,16,54
32484,25/01/2017,93066,28,15,57
32491,25/01/2017,93078,23,17,55
32495,25/01/2017,94003,23,13,55
32508,25/01/2017,94037,23,14,57
32684,25/01/2017,95527,23,18,54
32736,26/01/2017,75103,36,13,83
32738,26/01/2017,75105,36,13,84
32743,26/01/2017,75110,37,13,84
32747,26/01/2017,75114,35,13,85
33493,26/01/2017,78575,28,15,80
33567,26/01/2017,91122,28,15,81
33609,26/01/2017,91272,29,15,81
33635,26/01/2017,91377,32,13,83
33659,26/01/2017,91471,30,14,81
33661,26/01/2017,91477,31,14,83
33726,26/01/2017,92002,32,13,84
33731,26/01/2017,92014,32,13,84
33763,26/01/2017,93005,32,16,82
33765,26/01/2017,93007,32,15,82
33768,26/01/2017,93013,33,15,82
33771,26/01/2017,93027,34,14,83
33772,26/01/2017,93029,33,15,82
33793,26/01/2017,93066,39,14,84
33800,26/01/2017,93078,30,16,82
33804,26/01/2017,94003,34,13,84
33817,26/01/2017,94037,35,13,84
33993,26/01/2017,95527,31,15,82
34045,27/01/2017,75103,51,14,62
34047,27/01/2017,75105,51,17,62
34052,27/01/2017,75110,51,13,62
34056,27/01/2017,75114,47,20,62
34802,27/01/2017,78575,29,30,49
34876,27/01/2017,91122,31,30,52
34918,27/01/2017,91272,32,30,52
34944,27/01/2017,91377,40,28,57
34968,27/01/2017,91471,33,29,53
34970,27/01/2017,91477,36,29,54
35035,27/01/2017,92002,43,26,58
35040,27/01/2017,92014,43,23,59
35072,27/01/2017,93005,41,24,60
35074,27/01/2017,93007,43,22,60
35077,27/01/2017,93013,44,19,59
35080,27/01/2017,93027,47,18,60
35081,27/01/2017,93029,44,21,59
35102,27/01/2017,93066,49,16,62
35109,27/01/2017,93078,37,26,59
35113,27/01/2017,94003,45,22,60
35126,27/01/2017,94037,45,21,60
35302,27/01/2017,95527,38,24,59
35354,28/01/2017,75103,44,18,30
35356,28/01/2017,75105,44,18,29
35361,28/01/2017,75110,42,19,29
35365,28/01/2017,75114,42,21,27
36111,28/01/2017,78575,14,32,20
36185,28/01/2017,91122,18,31,22
36227,28/01/2017,91272,17,32,20
36253,28/01/2017,91377,29,28,25
36277,28/01/2017,91471,20,31,22
36279,28/01/2017,91477,25,30,24
36344,28/01/2017,92002,33,27,25
36349,28/01/2017,92014,35,24,27
36381,28/01/2017,93005,44,26,30
36383,28/01/2017,93007,44,25,29
36386,28/01/2017,93013,43,24,27
36389,28/01/2017,93027,42,23,27
36390,28/01/2017,93029,42,24,29
36411,28/01/2017,93066,40,23,27
36418,28/01/2017,93078,43,26,30
36422,28/01/2017,94003,39,22,27
36435,28/01/2017,94037,42,21,29
36611,28/01/2017,95527,44,26,30
36663,29/01/2017,75103,36,18,25
36665,29/01/2017,75105,34,19,24
36670,29/01/2017,75110,37,18,25
36674,29/01/2017,75114,30,21,24
37420,29/01/2017,78575,9,30,15
37494,29/01/2017,91122,12,30,17
37536,29/01/2017,91272,12,30,17
37562,29/01/2017,91377,18,28,20
37586,29/01/2017,91471,13,29,17
37588,29/01/2017,91477,15,29,19
37653,29/01/2017,92002,21,26,20
37658,29/01/2017,92014,23,25,22
37690,29/01/2017,93005,30,22,25
37692,29/01/2017,93007,33,20,25
37695,29/01/2017,93013,35,19,24
37698,29/01/2017,93027,37,19,24
37699,29/01/2017,93029,35,20,24
37720,29/01/2017,93066,38,18,25
37727,29/01/2017,93078,25,24,25
37731,29/01/2017,94003,26,22,22
37744,29/01/2017,94037,27,22,24
37920,29/01/2017,95527,27,23,25
37972,30/01/2017,75103,33,23,22
37974,30/01/2017,75105,32,23,20
37979,30/01/2017,75110,33,23,22
37983,30/01/2017,75114,30,25,19
38729,30/01/2017,78575,13,30,14
38803,30/01/2017,91122,16,30,15
38845,30/01/2017,91272,15,30,14
38871,30/01/2017,91377,22,28,17
38895,30/01/2017,91471,17,30,15
38897,30/01/2017,91477,19,29,15
38962,30/01/2017,92002,23,28,19
38967,30/01/2017,92014,25,26,17
38999,30/01/2017,93005,35,23,25
39001,30/01/2017,93007,35,23,25
39004,30/01/2017,93013,35,23,20
39007,30/01/2017,93027,36,23,20
39008,30/01/2017,93029,35,23,24
39029,30/01/2017,93066,35,23,20
39036,30/01/2017,93078,34,25,25
39040,30/01/2017,94003,27,25,19
39053,30/01/2017,94037,29,25,20
39229,30/01/2017,95527,34,24,22
39281,31/01/2017,75103,41,12,37
39283,31/01/2017,75105,39,14,34
39288,31/01/2017,75110,41,13,37
39292,31/01/2017,75114,35,16,30
40038,31/01/2017,78575,20,22,10
40112,31/01/2017,91122,23,22,14
40154,31/01/2017,91272,23,22,12
40180,31/01/2017,91377,28,19,20
40204,31/01/2017,91471,24,21,14
40206,31/01/2017,91477,26,20,15
40271,31/01/2017,92002,29,17,20
40276,31/01/2017,92014,30,14,22
40308,31/01/2017,93005,36,10,40
40310,31/01/2017,93007,37,11,39
40313,31/01/2017,93013,37,11,35
40316,31/01/2017,93027,39,13,35
40317,31/01/2017,93029,38,10,39
40338,31/01/2017,93066,45,16,39
40345,31/01/2017,93078,35,10,42
40349,31/01/2017,94003,32,14,27
40362,31/01/2017,94037,34,15,30
40538,31/01/2017,95527,34,14,40
40590,01/02/2017,75103,28,10,32
40592,01/02/2017,75105,28,10,30
40597,01/02/2017,75110,28,11,32
40601,01/02/2017,75114,26,12,29
41347,01/02/2017,78575,12,19,20
41421,01/02/2017,91122,15,19,22
41463,01/02/2017,91272,14,19,22
41489,01/02/2017,91377,21,18,25
41513,01/02/2017,91471,16,19,22
41515,01/02/2017,91477,18,18,24
41580,01/02/2017,92002,23,16,27
41585,01/02/2017,92014,24,15,27
41617,01/02/2017,93005,24,13,32
41619,01/02/2017,93007,25,12,32
41622,01/02/2017,93013,25,11,32
41625,01/02/2017,93027,26,11,34
41626,01/02/2017,93029,25,12,32
41647,01/02/2017,93066,27,11,34
41654,01/02/2017,93078,23,14,32
41658,01/02/2017,94003,25,13,29
41671,01/02/2017,94037,25,12,30
41847,01/02/2017,95527,24,12,32
41899,02/02/2017,75103,36,22,30
41901,02/02/2017,75105,35,24,29
41906,02/02/2017,75110,37,24,30
41910,02/02/2017,75114,31,26,27
42656,02/02/2017,78575,17,30,19
42730,02/02/2017,91122,19,30,19
42772,02/02/2017,91272,19,30,19
42798,02/02/2017,91377,24,29,22
42822,02/02/2017,91471,20,30,20
42824,02/02/2017,91477,21,30,20
42889,02/02/2017,92002,26,28,24
42894,02/02/2017,92014,27,27,24
42926,02/02/2017,93005,31,25,27
42928,02/02/2017,93007,33,25,29
42931,02/02/2017,93013,34,25,29
42934,02/02/2017,93027,35,25,29
42935,02/02/2017,93029,34,25,29
42956,02/02/2017,93066,36,26,30
42963,02/02/2017,93078,29,25,25
42967,02/02/2017,94003,29,26,25
42980,02/02/2017,94037,29,26,27
43156,02/02/2017,95527,30,25,25
43208,03/02/2017,75103,30,26,22
43210,03/02/2017,75105,29,27,22
43215,03/02/2017,75110,29,27,22
43219,03/02/2017,75114,28,29,22
43965,03/02/2017,78575,10,37,17
44039,03/02/2017,91122,13,37,19
44081,03/02/2017,91272,12,37,19
44107,03/02/2017,91377,19,34,20
44131,03/02/2017,91471,14,36,19
44133,03/02/2017,91477,16,35,20
44198,03/02/2017,92002,21,33,22
44203,03/02/2017,92014,23,31,22
44235,03/02/2017,93005,22,31,27
44237,03/02/2017,93007,24,30,29
44240,03/02/2017,93013,25,29,27
44243,03/02/2017,93027,27,28,27
44244,03/02/2017,93029,25,29,30
44265,03/02/2017,93066,28,28,25
44272,03/02/2017,93078,20,33,22
44276,03/02/2017,94003,26,30,22
44289,03/02/2017,94037,27,29,22
44465,03/02/2017,95527,20,30,22
44517,04/02/2017,75103,46,25,20
44519,04/02/2017,75105,45,25,19
44524,04/02/2017,75110,46,25,19
44528,04/02/2017,75114,41,26,19
45274,04/02/2017,78575,14,34,14
45348,04/02/2017,91122,18,33,14
45390,04/02/2017,91272,17,33,14
45416,04/02/2017,91377,30,30,17
45440,04/02/2017,91471,20,32,15
45442,04/02/2017,91477,25,32,15
45507,04/02/2017,92002,34,30,17
45512,04/02/2017,92014,37,29,17
45544,04/02/2017,93005,45,30,20
45546,04/02/2017,93007,44,29,19
45549,04/02/2017,93013,43,28,17
45552,04/02/2017,93027,43,28,17
45553,04/02/2017,93029,43,28,19
45574,04/02/2017,93066,42,28,19
45581,04/02/2017,93078,44,30,20
45585,04/02/2017,94003,40,27,19
45598,04/02/2017,94037,41,27,19
45774,04/02/2017,95527,44,30,20
45826,05/02/2017,75103,40,28,20
45828,05/02/2017,75105,41,28,20
45833,05/02/2017,75110,40,29,20
45837,05/02/2017,75114,39,30,20
46583,05/02/2017,78575,19,37,14
46657,05/02/2017,91122,21,37,15
46699,05/02/2017,91272,21,37,14
46725,05/02/2017,91377,32,36,19
46749,05/02/2017,91471,22,37,15
46751,05/02/2017,91477,26,36,17
46816,05/02/2017,92002,36,35,19
46821,05/02/2017,92014,38,33,19
46853,05/02/2017,93005,44,33,20
46855,05/02/2017,93007,44,33,20
46858,05/02/2017,93013,41,33,19
46861,05/02/2017,93027,41,33,19
46862,05/02/2017,93029,44,32,20
46883,05/02/2017,93066,41,32,20
46890,05/02/2017,93078,42,33,19
46894,05/02/2017,94003,40,31,20
46907,05/02/2017,94037,41,30,20
47083,05/02/2017,95527,40,33,19
47135,06/02/2017,75103,33,28,30
47137,06/02/2017,75105,34,28,30
47142,06/02/2017,75110,33,28,29
47146,06/02/2017,75114,34,28,30
47892,06/02/2017,78575,21,33,22
47966,06/02/2017,91122,25,33,22
48008,06/02/2017,91272,24,33,22
48034,06/02/2017,91377,34,31,27
48058,06/02/2017,91471,26,33,24
48060,06/02/2017,91477,31,32,25
48125,06/02/2017,92002,34,30,29
48130,06/02/2017,92014,35,29,29
48162,06/02/2017,93005,38,30,29
48164,06/02/2017,93007,38,30,27
48167,06/02/2017,93013,37,29,25
48170,06/02/2017,93027,35,29,27
48171,06/02/2017,93029,38,29,27
48192,06/02/2017,93066,33,29,27
48199,06/02/2017,93078,38,30,30
48203,06/02/2017,94003,35,28,30
48216,06/02/2017,94037,36,28,30
48392,06/02/2017,95527,37,30,27
48444,07/02/2017,75103,39,26,27
48446,07/02/2017,75105,38,27,29
48451,07/02/2017,75110,43,25,30
48455,07/02/2017,75114,41,29,30
49201,07/02/2017,78575,29,38,24
49275,07/02/2017,91122,32,38,25
49317,07/02/2017,91272,32,38,25
49343,07/02/2017,91377,42,35,30
49367,07/02/2017,91471,34,37,27
49369,07/02/2017,91477,39,36,29
49434,07/02/2017,92002,43,34,32
49439,07/02/2017,92014,42,32,32
49471,07/02/2017,93005,48,30,32
49473,07/02/2017,93007,46,29,32
49476,07/02/2017,93013,45,29,30
49479,07/02/2017,93027,48,30,32
49480,07/02/2017,93029,46,28,30
49501,07/02/2017,93066,49,29,34
49508,07/02/2017,93078,49,30,32
49512,07/02/2017,94003,40,30,32
49525,07/02/2017,94037,39,29,32
49701,07/02/2017,95527,43,33,32
49753,08/02/2017,75103,34,13,47
49755,08/02/2017,75105,33,15,47
49760,08/02/2017,75110,37,12,49
49764,08/02/2017,75114,33,15,45
50510,08/02/2017,78575,21,25,27
50584,08/02/2017,91122,23,27,29
50626,08/02/2017,91272,23,26,29
50652,08/02/2017,91377,32,20,37
50676,08/02/2017,91471,24,25,30
50678,08/02/2017,91477,28,23,32
50743,08/02/2017,92002,33,18,39
50748,08/02/2017,92014,33,16,40
50780,08/02/2017,93005,41,12,42
50782,08/02/2017,93007,39,12,42
50785,08/02/2017,93013,37,12,42
50788,08/02/2017,93027,39,13,44
50789,08/02/2017,93029,39,11,42
50810,08/02/2017,93066,40,13,47
50817,08/02/2017,93078,40,12,44
50821,08/02/2017,94003,34,15,42
50834,08/02/2017,94037,34,15,44
51010,08/02/2017,95527,34,17,44
51062,09/02/2017,75103,31,10,63
51064,09/02/2017,75105,30,14,63
51069,09/02/2017,75110,34,10,65
51073,09/02/2017,75114,30,15,63
